id,room,toilet,area,x,y,khoang_cach,quan,polistic,furniture,direct,direct2,price,n_hospital
4679,1,1,48,21.04431725,105.877861,7.32,Long Bien,so do,day du,Tay - Bac,Dong - Nam,50.20833333,3
4680,2,2,65,21.00056076,105.8029175,4.24,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,51.53846154,4
4681,3,2,100,20.98702621,105.7868347,5.87,Ha Dong,so do,day du,Tay - Nam,Dong - Bac,39,1
4682,3,2,98,20.98306274,105.809082,6,Thanh Tri,so do,co ban,Tay - Bac,Dong - Nam,28.06122449,3
4683,2,2,67,21.00522614,105.7389145,7.58,Nam Tu Liem,so do,cao cap,Tay - Bac,Dong - Nam,41.49253731,0
4684,2,2,65,20.9732914,105.8200073,7.13,Hoang Mai,so do,day du,Dong - Nam,Tay - Bac,26,0
4685,2,2,65,20.9732914,105.8200073,7.13,Hoang Mai,so do,day du,Tay - Bac,Dong - Nam,28.15384615,0
4686,2,1,55,21.07284927,105.8124313,3.09,Tay Ho,hdmb,cao cap,Nam,Bac,58,0
4687,2,2,67,20.96473503,105.8263626,8.11,Hoang Mai,hdmb,day du,Dong - Bac,Tay - Nam,24.62686567,1
4688,2,2,65,20.991436,105.7560654,7.08,Nam Tu Liem,so do,cao cap,Dong,Tay,30.76923077,0
4689,2,1,55,21.07284927,105.8124313,3.09,Tay Ho,hdmb,cao cap,Nam,Bac,58,0
4690,2,2,67,20.96473503,105.8263626,8.11,Hoang Mai,hdmb,day du,Dong - Bac,Tay - Nam,24.62686567,1
4691,2,2,65,20.991436,105.7560654,7.08,Nam Tu Liem,so do,cao cap,Dong,Tay,30.76923077,0
4692,2,2,65,20.991436,105.7560654,7.08,Nam Tu Liem,so do,cao cap,Dong,Tay,30.76923077,0
4693,3,2,116,20.97447205,105.7608795,8.13,Ha Dong,so do,co ban,Tay - Bac,Dong - Nam,24.13793103,1
4694,3,3,154,21.02879715,105.825676,2.53,Ba Dinh,so do,cao cap,Tay - Bac,Dong - Nam,103.8961039,1
4695,3,2,98,20.99458504,105.8633957,7.6,Hoang Mai,so do,cao cap,Nam,Dong,41.83673469,0
4696,3,2,126,20.99993896,105.8363724,5.34,Dong Da,so do,day du,Dong,Nam,43,3
4697,2,2,70,20.9991188,105.8084412,4.4,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,45.71428571,4
4698,2,2,72,21.00522614,105.7389145,7.58,Nam Tu Liem,so do,cao cap,Tay - Bac,Dong - Nam,38.47222222,0
4699,2,2,61,21.03158569,105.7604523,4.57,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,40.98360656,1
4700,3,2,100.25,21.06909752,105.8880386,8.73,Long Bien,so do,cao cap,Tay - Bac,Dong - Nam,36,2
4701,3,2,113,20.96418762,105.8305283,8.29,Hoang Mai,so do,day du,Nam,Bac,41.15044248,1
4702,2,1,55,21.07284927,105.8124313,3.09,Tay Ho,hdmb,cao cap,Nam,Bac,58,0
4703,2,2,67,20.96473503,105.8263626,8.11,Hoang Mai,hdmb,day du,Dong - Bac,Tay - Nam,24.62686567,1
4704,2,2,65,20.991436,105.7560654,7.08,Nam Tu Liem,so do,cao cap,Dong,Tay,30.76923077,0
4705,2,2,65,20.991436,105.7560654,7.08,Nam Tu Liem,so do,cao cap,Dong,Tay,30.76923077,0
4706,3,2,116,20.97447205,105.7608795,8.13,Ha Dong,so do,co ban,Tay - Bac,Dong - Nam,24.13793103,1
4707,3,3,154,21.02879715,105.825676,2.53,Ba Dinh,so do,cao cap,Tay - Bac,Dong - Nam,103.8961039,1
4708,3,2,98,20.99458504,105.8633957,7.6,Hoang Mai,so do,cao cap,Nam,Dong,41.83673469,0
4709,3,2,126,20.99993896,105.8363724,5.34,Dong Da,so do,day du,Dong,Nam,43,3
4710,2,2,70,20.9991188,105.8084412,4.4,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,45.71428571,4
4711,2,2,72,21.00522614,105.7389145,7.58,Nam Tu Liem,so do,cao cap,Tay - Bac,Dong - Nam,38.47222222,0
4712,2,2,61,21.03158569,105.7604523,4.57,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,40.98360656,1
4713,3,2,100.25,21.06909752,105.8880386,8.73,Long Bien,so do,cao cap,Tay - Bac,Dong - Nam,36,2
4714,3,2,113,20.96418762,105.8305283,8.29,Hoang Mai,so do,day du,Nam,Bac,41.15044248,1
4715,1,1,55,21.01941681,105.8168793,2.65,Ba Dinh,hdmb,cao cap,Nam,Bac,83.63636364,2
4716,2,2,61,20.95999718,105.7985535,8.32,Ha Dong,so do,day du,Dong - Nam,Tay - Bac,23.7704918,1
4717,3,2,85,21.08234978,105.8717575,7.78,Dong Anh,so do,day du,Tay - Bac,Dong - Nam,27.37647059,0
4718,3,2,127,20.9974041,105.8040619,4.55,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,37.79527559,5
4719,2,2,77.6,21.12501717,105.8368835,8.82,Dong Anh,so do,day du,Tay - Bac,Dong - Nam,25.77319588,0
4720,3,2,95,20.9991188,105.8084412,4.4,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,52.63157895,4
4721,3,2,82.1,21.08234978,105.8717575,7.78,Dong Anh,so do,nguyen_ban,Tay - Bac,Dong - Nam,22.65529842,0
4722,2,2,68,20.99835014,105.806366,4.46,Thanh Xuan,so do,day du,Tay - Nam,Dong - Bac,36.76470588,4
4723,4,3,141,20.94645882,105.8557816,10.92,Thanh Tri,so do,day du,Tay - Bac,Dong - Nam,24.82269504,3
4724,2,2,62.6,21.0024147,105.9641113,16.45,Gia Lam,so do,day du,Tay - Nam,Dong - Bac,35.14376997,0
4725,2,2,62,20.96246719,105.792366,8.14,Ha Dong,so do,day du,Dong - Nam,Tay - Bac,23.38709677,2
4726,2,2,64,20.96266174,105.8212662,8.2,Hoang Mai,so do,day du,Tay - Nam,Dong - Bac,32.03125,0
4727,2,2,86.3,21.016827,105.81522,2.81,Dong Da,so do,day du,Dong - Bac,Tay - Nam,80.06952491,4
4728,4,3,225,20.98452187,105.7755356,6.53,Ha Dong,so do,nguyen_ban,Tay - Bac,Dong - Bac,28.88888889,3
4729,2,1,78,20.98345757,105.7856445,6.24,Ha Dong,so do,day du,Tay - Nam,Dong - Bac,36.53846154,3
4730,1,1,47,21.01546494,105.8147908,2.93,Dong Da,hdmb,day du,Tay - Bac,Dong - Nam,75,4
4731,3,2,121,20.98742485,105.8515472,7.26,Hoang Mai,so do,day du,Dong - Nam,Nam,24.79338843,2
4732,2,2,111,21.0026989,105.7924271,4.21,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,37,2
4733,2,1,45,20.95757484,105.8069,8.54,Thanh Tri,so do,day du,Dong - Bac,Tay - Nam,20.88888889,1
4734,3,2,83,20.96246719,105.792366,8.14,Ha Dong,so do,day du,Dong - Nam,Tay - Bac,20.24096386,2
4735,3,2,108,21.04015923,105.7613144,4.35,Nam Tu Liem,hdmb,cao cap,Bac,Nam,47.68518519,1
4736,2,2,95,21.07284927,105.8124313,3.09,Tay Ho,hdmb,day du,Nam,Bac,115.7894737,0
4737,2,2,71.72,20.96022224,105.792923,8.35,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,31.92972672,2
4738,2,2,65,20.973291,105.82001,7.13,Hoang Mai,so do,day du,Tay - Bac,Dong - Nam,26.15384615,0
4739,2,2,75,20.9732914,105.8200073,7.13,Hoang Mai,so do,day du,Tay - Nam,Dong - Bac,32.66666667,0
4740,3,2,94,21.04437256,105.8032303,0.21,Cau Giay,so do,day du,Nam,Bac,47.34042553,2
4741,4,2,120,21.01028824,105.9401245,13.93,Gia Lam,hdmb,day du,Tay - Nam,Dong - Bac,24.43333333,1
4742,3,2,90,20.97434616,105.7541656,8.52,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,38.88888889,0
4743,3,2,99,20.98942375,105.8665619,8.18,Hoang Mai,so do,day du,Dong - Nam,Tay - Bac,28.58585859,0
4744,2,2,62.6,21.0024147,105.9641113,16.45,Gia Lam,so do,day du,Dong - Nam,Tay - Bac,29.23322684,0
4745,3,2,112,21.00938606,105.7738724,4.56,Nam Tu Liem,so do,nguyen_ban,Dong - Bac,Dong - Nam,53.57142857,0
4746,2,1,49,20.95977592,105.7418823,10.42,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,30.20408163,0
4747,2,2,71.22,20.99629784,105.8056335,4.66,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,42.12299916,5
4748,2,2,56,20.95571518,105.8070908,8.72,Thanh Tri,so do,day du,Dong - Nam,Tay - Nam,20.53571429,1
4749,3,2,93,20.98424339,105.8084488,5.88,Thanh Tri,so do,day du,Tay - Bac,Dong - Nam,35.48387097,3
4750,2,2,78,21.00461388,105.8040771,3.83,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,44.87179487,4
4751,3,2,90,21.00461388,105.8040771,3.83,Thanh Xuan,so do,day du,Tay - Nam,Dong - Nam,50,4
4752,3,2,123.7,21.00896263,105.793129,3.59,Cau Giay,so do,day du,Tay - Nam,Dong - Bac,44.38156831,2
4753,2,2,60,20.97859383,105.8353424,7.13,Hoang Mai,so do,day du,Dong - Bac,Tay - Nam,36.16666667,1
4754,3,2,77,21.08234978,105.8717575,7.78,Dong Anh,so do,day du,Dong - Nam,Tay - Bac,25.97402597,0
4755,2,2,80,20.97447205,105.7608795,8.13,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,26.25,1
4756,2,2,74.8,20.97602463,105.7615967,7.96,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,30.0802139,1
4757,3,2,114,20.97241211,105.761528,8.27,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,21.05263158,2
4758,2,2,73,20.97602463,105.7615967,7.96,Ha Dong,so do,nguyen_ban,Tay - Nam,Dong - Bac,27.12328767,1
4759,2,2,72.6,21.02216148,105.7717972,3.89,Nam Tu Liem,chua so,co ban,Tay - Nam,Dong - Bac,44.07713499,0
4760,4,3,165,20.999119,105.80844,4.4,Thanh Xuan,so do,day du,Dong - Nam,Tay - Bac,66.66666667,4
4761,2,2,77.8,20.98434067,105.7768097,6.49,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,43.05912596,3
4762,2,2,70.2,20.999119,105.80844,4.4,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,55.55555556,4
4763,4,3,158,21.00836563,105.8029099,3.46,Cau Giay,so do,cao cap,Tay - Nam,Dong - Bac,37,3
4764,2,2,66,20.99727631,105.8029861,4.57,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,51.51515152,5
4765,3,2,106,21.00522614,105.8050613,3.77,Thanh Xuan,so do,cao cap,Tay - Bac,Dong - Nam,63.11320755,4
4766,2,1,70,20.9838075,105.7898185,6.1,Ha Dong,so do,co ban,Dong - Nam,Dong - Bac,20.71428571,1
4767,3,2,110,21.00056076,105.8029175,4.24,Long Bien,so do,cao cap,Tay - Bac,Dong - Nam,45.45454545,4
4768,2,2,68,20.99657822,105.8651962,7.62,Thanh Xuan,so do,day du,Dong,Tay,58.82352941,0
4769,2,1,65,20.9732914,105.8200073,7.13,Ha Dong,so do,day du,Dong - Nam,Tay - Bac,26,0
4770,2,2,65,20.9732914,105.8200073,7.13,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,26.92307692,0
4771,2,2,83.8,20.96040535,105.794693,8.31,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,24.46300716,2
4772,2,2,75,20.96246719,105.792366,8.14,Thanh Xuan,so do,co ban,Tay - Nam,Dong - Bac,26.66666667,2
4773,2,2,63,20.96246719,105.792366,8.14,Hoang Mai,so do,day du,Tay - Bac,Dong - Nam,27.77777778,2
4774,2,2,71,20.98464203,105.7747192,6.55,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,25.21126761,3
4775,3,2,135,21.00048828,105.8071594,4.25,Thanh Xuan,so do,day du,Dong - Nam,Tay - Bac,42.22222222,4
4776,3,2,88,21.02250645,105.7953371,2.25,Cau Giay,so do,day du,Tay - Nam,Dong - Bac,39.77272727,2
4777,2,2,72,21.06687164,105.9036255,10.18,Nam Tu Liem,so do,co ban,Tay - Nam,Dong - Bac,31.94444444,2
4778,3,2,113.2,21.04431725,105.877861,7.32,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,35.33568905,3
4779,2,1,61,21.01905632,105.7879791,2.91,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,46.72131148,1
4780,2,2,81,20.96246719,105.792366,8.14,Ba Dinh,so do,day du,Dong - Bac,Tay - Nam,26.54320988,2
4781,5,4,244,21.00445557,105.8025284,3.85,Thanh Tri,so do,nguyen_ban,Tay - Bac,Dong - Nam,47.13114754,3
4782,4,3,167,21.02295303,105.8098145,2.06,Bac Tu Liem,so do,nguyen_ban,Dong - Nam,Tay - Nam,65.86826347,3
4783,3,2,100,20.94645882,105.8557816,10.92,Nam Tu Liem,so do,co ban,Dong - Bac,Dong - Nam,29,3
4784,3,2,85.3,21.00580597,105.7943726,3.85,Hoang Mai,so do,day du,Tay - Bac,Dong - Nam,66.82297773,2
4785,2,2,71,20.98464203,105.7747192,6.55,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,25.21126761,3
4786,3,2,135,21.00048828,105.8071594,4.25,Thanh Xuan,so do,day du,Dong - Nam,Tay - Bac,42.22222222,4
4787,3,2,88,21.02250645,105.7953371,2.25,Cau Giay,so do,day du,Tay - Nam,Dong - Bac,39.77272727,2
4788,3,2,103.2,21.09144402,105.7847214,5.25,Bac Tu Liem,hdmb,co ban,Tay - Nam,Tay - Bac,49,1
4789,3,2,118,20.95990753,105.7681961,9.07,Ha Dong,so do,co ban,Dong - Nam,Tay - Bac,29.66101695,2
4790,2,2,80,21.02956772,105.7918777,1.85,Cau Giay,so do,day du,Dong - Nam,Dong - Nam,61.25,0
4791,2,2,68,20.95828247,105.7671967,9.26,Ha Dong,so do,nguyen_ban,Tay - Bac,Dong - Nam,37.5,2
4792,2,2,72,21.06687164,105.9036255,10.18,Long Bien,so do,cao cap,Tay - Nam,Dong - Bac,31.94444444,2
4793,3,2,113.2,21.04431725,105.877861,7.32,Long Bien,so do,co ban,Dong - Nam,Tay - Bac,35.33568905,3
4794,2,1,61,21.01905632,105.7879791,2.91,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,46.72131148,1
4795,2,2,81,20.96246719,105.792366,8.14,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,26.54320988,2
4796,5,4,244,21.00445557,105.8025284,3.85,Thanh Xuan,so do,nguyen_ban,Tay - Bac,Dong - Nam,47.13114754,3
4797,4,3,167,21.02295303,105.8098145,2.06,Dong Da,so do,nguyen_ban,Dong - Nam,Tay - Nam,65.86826347,3
4798,3,2,100,20.94645882,105.8557816,10.92,Thanh Tri,so do,co ban,Dong - Bac,Dong - Nam,29,3
4799,3,2,85.3,21.00580597,105.7943726,3.85,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,66.82297773,2
4800,2,2,68,20.99657822,105.8651962,7.62,Hai Ba Trung,so do,day du,Dong,Tay,58.82352941,0
4801,2,1,65,20.9732914,105.8200073,7.13,Hoang Mai,so do,day du,Dong - Nam,Tay - Bac,26,0
4802,2,2,65,20.9732914,105.8200073,7.13,Hoang Mai,so do,day du,Tay - Bac,Dong - Nam,26.92307692,0
4803,2,2,83.8,20.96040535,105.794693,8.31,Ha Dong,so do,day du,Dong - Nam,Tay - Bac,24.46300716,2
4804,2,2,75,20.96246719,105.792366,8.14,Ha Dong,so do,co ban,Tay - Nam,Dong - Bac,26.66666667,2
4805,2,2,63,20.96246719,105.792366,8.14,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,27.77777778,2
4806,2,2,77,20.93970299,105.7872543,10.47,Ha Dong,hdmb,day du,Dong - Nam,Tay - Bac,17.92207792,0
4807,3,2,150,21.00266647,105.8154297,4.17,Thanh Xuan,so do,co ban,Tay - Nam,Dong - Bac,50.66666667,4
4808,1,1,47.5,20.9182554,105.8523961,13.35,Thanh Tri,hdmb,co ban,Bac,Nam,21.05263158,1
4809,2,2,71,20.98464203,105.7747192,6.55,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,25.21126761,3
4810,3,2,135,21.00048828,105.8071594,4.25,Thanh Xuan,so do,day du,Dong - Nam,Tay - Bac,42.22222222,4
4811,3,2,88,21.02250645,105.7953371,2.25,Cau Giay,so do,day du,Tay - Nam,Dong - Bac,39.77272727,2
4812,3,2,103.2,21.09144402,105.7847214,5.25,Bac Tu Liem,hdmb,co ban,Tay - Nam,Tay - Bac,49,1
4813,3,2,118,20.95990753,105.7681961,9.07,Ha Dong,so do,co ban,Dong - Nam,Tay - Bac,29.66101695,2
4814,2,2,80,21.02956772,105.7918777,1.85,Cau Giay,so do,day du,Dong - Nam,Dong - Nam,61.25,0
4815,2,2,68,20.95828247,105.7671967,9.26,Ha Dong,so do,nguyen_ban,Tay - Bac,Dong - Nam,37.5,2
4816,2,2,72,21.06687164,105.9036255,10.18,Long Bien,so do,cao cap,Tay - Nam,Dong - Bac,31.94444444,2
4817,3,2,113.2,21.04431725,105.877861,7.32,Long Bien,so do,co ban,Dong - Nam,Tay - Bac,35.33568905,3
4818,2,1,61,21.01905632,105.7879791,2.91,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,46.72131148,1
4819,2,2,81,20.96246719,105.792366,8.14,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,26.54320988,2
4820,5,4,244,21.00445557,105.8025284,3.85,Thanh Xuan,so do,nguyen_ban,Tay - Bac,Dong - Nam,47.13114754,3
4821,4,3,167,21.02295303,105.8098145,2.06,Dong Da,so do,nguyen_ban,Dong - Nam,Tay - Nam,65.86826347,3
4822,3,2,100,20.94645882,105.8557816,10.92,Thanh Tri,so do,co ban,Dong - Bac,Dong - Nam,29,3
4823,3,2,100,20.94645882,105.8557816,10.92,Thanh Tri,so do,co ban,Dong - Bac,Dong - Nam,29,3
4824,3,2,85.3,21.00580597,105.7943726,3.85,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,66.82297773,2
4825,3,2,75,21.0040864,105.8031129,3.89,Thanh Xuan,so do,day du,Dong - Nam,Dong - Bac,36.66666667,4
4826,3,2,119,21.03099251,105.7882919,2.03,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,31.09243697,0
4827,3,2,90,21.0118082,105.8083617,3.13,Cau Giay,so do,day du,Dong - Bac,Tay - Nam,34.44444444,3
4828,3,2,114,21.00886726,105.820343,3.75,Dong Da,so do,day du,Tay - Bac,Dong - Nam,43.85964912,4
4829,3,2,100,20.96246719,105.792366,8.14,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,23,2
4830,3,2,200,21.02122498,105.828064,3.19,Dong Da,so do,day du,Tay - Nam,Dong - Bac,33,2
4831,3,2,133,21.02114296,105.8093491,2.23,Dong Da,so do,day du,Tay - Bac,Dong - Nam,39.84962406,3
4832,2,1,68,21.023229,105.8062465,1.98,Dong Da,so do,day du,Tay - Nam,Dong - Bac,36.76470588,3
4833,2,2,82,21.00174141,105.9421463,14.35,Gia Lam,so do,cao cap,Tay - Nam,Dong - Nam,42.68292683,0
4834,3,2,86,21.03512001,105.7674332,3.81,Nam Tu Liem,so do,day du,Tay - Nam,Tay - Bac,43.02325581,0
4835,2,1,52.6,21.03512001,105.7674332,3.81,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,43.72623574,0
4836,3,2,101,21.00826073,105.7960434,3.57,Cau Giay,hdmb,day du,Tay - Nam,Dong - Bac,58.91089109,2
4837,1,1,50,21.00174141,105.9421463,14.35,Gia Lam,so do,day du,Tay - Nam,Dong - Nam,34,0
4838,2,2,70,20.97321701,105.7788544,7.43,Thanh Xuan,so do,day du,Dong - Nam,Dong - Bac,35.71428571,4
4839,3,2,80,20.96920395,105.876915,10.32,Bac Tu Liem,so do,co ban,Dong - Nam,Tay - Bac,33.75,0
4840,2,2,68,20.99657822,105.8651962,7.62,Hai Ba Trung,so do,day du,Dong,Tay,58.82352941,0
4841,2,1,65,20.9732914,105.8200073,7.13,Hoang Mai,so do,day du,Dong - Nam,Tay - Bac,26,0
4842,2,2,65,20.9732914,105.8200073,7.13,Hoang Mai,so do,day du,Tay - Bac,Dong - Nam,26.92307692,0
4843,2,2,83.8,20.96040535,105.794693,8.31,Ha Dong,so do,day du,Dong - Nam,Tay - Bac,24.46300716,2
4844,2,2,75,20.96246719,105.792366,8.14,Ha Dong,so do,co ban,Tay - Nam,Dong - Bac,26.66666667,2
4845,2,2,63,20.96246719,105.792366,8.14,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,27.77777778,2
4846,2,2,77,20.93970299,105.7872543,10.47,Ha Dong,hdmb,day du,Dong - Nam,Tay - Bac,17.92207792,0
4847,3,2,150,21.00266647,105.8154297,4.17,Thanh Xuan,so do,co ban,Tay - Nam,Dong - Bac,50.66666667,4
4848,1,1,47.5,20.9182554,105.8523961,13.35,Thanh Tri,hdmb,co ban,Bac,Nam,21.05263158,1
4849,2,2,71,20.98464203,105.7747192,6.55,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,25.21126761,3
4850,3,2,135,21.00048828,105.8071594,4.25,Thanh Xuan,so do,day du,Dong - Nam,Tay - Bac,42.22222222,4
4851,3,2,88,21.02250645,105.7953371,2.25,Cau Giay,so do,day du,Tay - Nam,Dong - Bac,39.77272727,2
4852,3,2,103.2,21.09144402,105.7847214,5.25,Bac Tu Liem,hdmb,co ban,Tay - Nam,Tay - Bac,49,1
4853,3,2,118,20.95990753,105.7681961,9.07,Ha Dong,so do,co ban,Dong - Nam,Tay - Bac,29.66101695,2
4854,2,2,80,21.02956772,105.7918777,1.85,Cau Giay,so do,day du,Dong - Nam,Dong - Nam,61.25,0
4855,2,2,68,20.95828247,105.7671967,9.26,Ha Dong,so do,nguyen_ban,Tay - Bac,Dong - Nam,37.5,2
4856,2,2,72,21.06687164,105.9036255,10.18,Long Bien,so do,cao cap,Tay - Nam,Dong - Bac,31.94444444,2
4857,3,2,113.2,21.04431725,105.877861,7.32,Long Bien,so do,co ban,Dong - Nam,Tay - Bac,35.33568905,3
4858,2,1,61,21.01905632,105.7879791,2.91,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,46.72131148,1
4859,2,2,81,20.96246719,105.792366,8.14,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,26.54320988,2
4860,5,4,244,21.00445557,105.8025284,3.85,Thanh Xuan,so do,nguyen_ban,Tay - Bac,Dong - Nam,47.13114754,3
4861,3,2,90,20.97661018,105.7615204,7.91,Gia Lam,so do,day du,Tay - Bac,Dong - Nam,37.77777778,1
4862,2,2,78,21.04423332,105.7673187,3.74,Gia Lam,so do,day du,Tay - Nam,Dong - Bac,38.46153846,0
4863,3,2,91,20.97321701,105.7788544,7.43,Gia Lam,so do,day du,Nam,Bac,35.16483516,4
4864,2,2,72.6,21.02216148,105.7717972,3.89,Cau Giay,chua so,co ban,Tay - Nam,Dong - Bac,44.07713499,0
4865,4,3,165,20.999119,105.80844,4.4,Ha Dong,so do,day du,Dong - Nam,Tay - Bac,66.66666667,4
4866,2,2,77.8,20.98434067,105.7768097,6.49,Ha Dong,so do,day du,Dong - Nam,Tay - Bac,43.05912596,3
4867,2,2,70.2,20.999119,105.80844,4.4,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,55.55555556,4
4868,4,3,158,21.00836563,105.8029099,3.46,Hoai Duc,so do,cao cap,Tay - Nam,Dong - Bac,37,3
4869,2,2,66,20.99727631,105.8029861,4.57,Thanh Tri,so do,day du,Tay - Bac,Dong - Nam,51.51515152,5
4870,3,2,106,21.00522614,105.8050613,3.77,Cau Giay,so do,cao cap,Tay - Bac,Dong - Nam,63.11320755,4
4871,2,1,70,20.9838075,105.7898185,6.1,Thanh Xuan,so do,co ban,Dong - Nam,Dong - Bac,20.71428571,1
4872,3,2,110,21.00056076,105.8029175,4.24,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,45.45454545,4
4873,2,2,68,20.99657822,105.8651962,7.62,Thanh Xuan,so do,day du,Dong,Tay,58.82352941,0
4874,2,1,65,20.9732914,105.8200073,7.13,Long Bien,so do,day du,Dong - Nam,Tay - Bac,26,0
4875,2,2,65,20.9732914,105.8200073,7.13,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,26.92307692,0
4876,2,2,83.8,20.96040535,105.794693,8.31,Tay Ho,so do,day du,Dong - Nam,Tay - Bac,24.46300716,2
4877,2,2,83.8,20.96040535,105.794693,8.31,Tay Ho,so do,day du,Dong - Nam,Tay - Bac,24.46300716,2
4878,2,2,75,20.96246719,105.792366,8.14,Cau Giay,so do,co ban,Tay - Nam,Dong - Bac,26.66666667,2
4879,2,2,63,20.96246719,105.792366,8.14,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,27.77777778,2
4880,2,2,77,20.93970299,105.7872543,10.47,Hai Ba Trung,hdmb,day du,Dong - Nam,Tay - Bac,17.92207792,0
4881,3,2,150,21.00266647,105.8154297,4.17,Hoang Mai,so do,co ban,Tay - Nam,Dong - Bac,50.66666667,4
4882,1,1,47.5,20.9182554,105.8523961,13.35,Ha Dong,hdmb,co ban,Bac,Nam,21.05263158,1
4883,2,2,71,20.98464203,105.7747192,6.55,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Nam,25.21126761,3
4884,3,2,135,21.00048828,105.8071594,4.25,Bac Tu Liem,so do,day du,Dong - Nam,Tay - Bac,42.22222222,4
4885,3,2,88,21.02250645,105.7953371,2.25,Tay Ho,so do,day du,Tay - Nam,Dong - Bac,39.77272727,2
4886,3,2,103.2,21.09144402,105.7847214,5.25,Cau Giay,hdmb,day du,Tay - Nam,Tay - Bac,49,1
4887,3,2,118,20.95990753,105.7681961,9.07,Dong Da,so do,co ban,Dong - Nam,Tay - Bac,29.66101695,2
4888,2,2,80,21.02956772,105.7918777,1.85,Long Bien,so do,cao cap,Dong - Nam,Dong - Nam,61.25,0
4889,2,2,68,20.95828247,105.7671967,9.26,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,37.5,2
4890,2,2,72,21.06687164,105.9036255,10.18,Gia Lam,so do,cao cap,Tay - Nam,Dong - Bac,31.94444444,2
4891,3,2,113.2,21.04431725,105.877861,7.32,Gia Lam,so do,co ban,Dong - Nam,Tay - Bac,35.33568905,3
4892,2,1,61,21.01905632,105.7879791,2.91,Hoang Mai,so do,day du,Tay - Bac,Dong - Nam,46.72131148,1
4893,2,2,81,20.96246719,105.792366,8.14,Bac Tu Liem,so do,day du,Dong - Bac,Tay - Nam,26.54320988,2
4894,3,2,123.7,21.00896263,105.793129,3.59,Cau Giay,so do,day du,Tay - Nam,Dong - Bac,44.38156831,2
4895,2,2,60,20.97859383,105.8353424,7.13,Hoang Mai,so do,day du,Dong - Bac,Tay - Nam,36.16666667,1
4896,3,2,77,21.08234978,105.8717575,7.78,Dong Anh,so do,day du,Dong - Nam,Tay - Bac,25.97402597,0
4897,2,2,80,20.97447205,105.7608795,8.13,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,26.25,1
4898,2,2,74.8,20.97602463,105.7615967,7.96,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,30.0802139,1
4899,3,2,114,20.97241211,105.761528,8.27,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,21.05263158,2
4900,2,2,73,20.97602463,105.7615967,7.96,Ha Dong,so do,nguyen_ban,Tay - Nam,Dong - Bac,27.12328767,1
4901,3,2,90,20.97661018,105.7615204,7.91,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,37.77777778,1
